Row	intdayDOXY1	intdaypH1	intdayORP1	intdayTC1	maxdayDOXY1	maxdaypH1	maxdayORP1	maxdayTC1	mindayDOXY1	mindaypH1	mindayORP1	mindayTC1	meandayDOXY1	meandaypH1	meandayORP1	meandayTC1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_pH1	ratioDOXY_ORP1	ratioDOXY_TC1	DOXYmax1	pHmax1	ORPmax1	TCmax1	DOXYmin1	pHmin1	ORPmin1	TCmin1	DOXYmean1	pHmean1	ORPmean1	TCmean1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_pH1	rsqDOXY_pH1	slopesDOXY_ORP1	rsqDOXY_ORP1	slopesDOXY_TC1	rsqDOXY_TC1
	707404.4058	2430	336900.0001	1201280.264	207.9914314	8.163539548	235.8607345	27.69025895	179.5700456	8.113539548	216.8607345	27.48025895	9.13277593	0.017015512	3.529028014	0.055512598	404495.7625	1132.5	296850	1182534.609	0.002799782	0.733876662	2.923478361	194.8902042	8.123539548	236.8607345	27.63025895	184.7195362	8.113539548	226.8607345	27.52025895	187.6019941	8.119928437	233.7496234	27.56498117	1.759178456	0.004819992	2.69189696	0.020853952	175.0962833	0.230158331	-0.150608016	0.053112072	49.89215387	0.349801341
	767777.0649	1264.5	614850	1201489.408	210.1905217	8.151042373	236.0935028	27.70206685	178.4866745	8.101042373	224.0935028	27.48206685	10.0595882	0.01764514	1.244904587	0.060481301	493400.3708	1048.5	690600	1182396.168	0.002125049	1.399674667	2.396423347	195.2589002	8.141042373	239.0935028	27.63206685	183.7433648	8.111042373	227.0935028	27.52206685	188.1989527	8.125486817	234.1698917	27.56178908	2.081681441	0.005259394	2.968552802	0.022623227	203.6033586	0.264613979	0.059594814	0.007222341	39.97942892	0.188779029
	829842.8521	1344	493650	1201284.493	211.7489626	8.154612994	237.5443503	27.71328719	178.3977825	8.094612994	217.5443503	27.48328719	10.57747677	0.016337258	3.196272036	0.064921012	433895.6151	1215	760799.9985	1182309.021	0.002800213	1.753417117	2.724869714	194.9972369	8.134612994	238.5443503	27.62328719	182.7889336	8.114612994	222.5443503	27.52328719	185.9837176	8.122946328	234.2526836	27.55974553	1.951398361	0.005547002	4.515513274	0.02120393	110.958566	0.099482442	-0.062569003	0.020962392	48.88493882	0.28215711
	743596.032	1147.5	1552949.999	1201426.171	210.2529778	8.164330508	237.4573446	27.68571657	179.5679558	8.104330508	220.4573446	27.48571657	9.812810524	0.01448616	2.00623732	0.057629155	412606.213	817.4999999	794550	1182332.241	0.001981308	1.925685981	2.865522146	193.8918761	8.134330508	239.4573446	27.63571657	183.5293002	8.114330508	227.4573446	27.51571657	186.9151011	8.123427731	234.9642891	27.56029991	1.898607495	0.006468125	3.288029843	0.023559922	84.8367976	0.083532388	-0.239799301	0.172463401	60.34858598	0.560804533
																																													
	intdayDOXY3	intdaypH3	intdayORP3	intdayTC3	maxdayDOXY3	maxdaypH3	maxdayORP3	maxdayTC3	mindayDOXY3	mindaypH3	mindayORP3	mindayTC3	meandayDOXY3	meandaypH3	meandayORP3	meandayTC3	intDOXY3	intpH3	intORP3	intTC3	ratioDOXY_pH3	ratioDOXY_ORP3	ratioDOXY_TC3	DOXYmax3	pHmax3	ORPmax3	TCmax3	DOXYmin3	pHmin3	ORPmin3	TCmin3	DOXYmean3	pHmean3	ORPmean3	TCmean3	DOXYstd3	pHstd3	ORPstd3	TCstd3	slopesDOXY_pH3	rsqDOXY_pH3	slopesDOXY_ORP3	rsqDOXY_ORP3	slopesDOXY_TC3	rsqDOXY_TC3
	882776.8223	1269	1385100	1198786.849	207.3743406	8.157347458	251.6844633	27.60614595	183.5488024	8.117347458	231.6844633	27.40614595	7.517107323	0.011345895	2.36791855	0.023973789	321246.9464	785.9999856	1342050	1168269.818	0.002446716	4.177627259	3.636672132	194.6107568	8.127347458	250.6844633	27.52614595	183.9081524	8.107347458	235.6844633	27.36614595	186.5800755	8.115808996	246.1669808	27.42446763	1.776436569	0.00399078	4.145000632	0.035504136	212.1855048	0.227220572	-0.166175843	0.150343817	25.87867833	0.267511634
	980377.4866	2056.5	526199.9985	1198930.451	210.823277	8.163550847	241.8618644	27.60334369	180.1867901	8.103550847	224.8618644	27.39334369	9.089825603	0.012766757	2.38960313	0.028558586	390227.124	427.5	769650	1168016.941	0.001095516	1.972312924	2.993172103	194.7458229	8.133550847	244.8618644	27.52334369	180.3787355	8.103550847	234.8618644	27.36334369	185.4327629	8.113620778	240.9108155	27.41851852	2.246417537	0.00435995	2.781550564	0.037281819	443.1185102	0.739642308	-0.280560294	0.120682798	30.05920915	0.248867578
	827346.6862	2116.5	549300	1198733.264	208.1685586	8.143539548	236.8607345	27.59025895	183.3544111	8.083539548	221.8607345	27.40025895	7.484758948	0.01172609	4.129138824	0.022503346	369641.8336	311.9999999	360300	1168172.031	0.00084406	0.974727337	3.160280913	194.8902042	8.113539548	237.8607345	27.52025895	183.1067831	8.093539548	229.8607345	27.37025895	186.823812	8.100882205	235.3082869	27.42214706	1.864260939	0.005432174	1.706154234	0.03410735	252.3816757	0.540816161	-0.49005131	0.201143631	35.11711163	0.412781416
	892401.4325	1696.5	996300	1198744.408	208.3002623	8.151042373	240.0935028	27.59206685	180.8097094	8.111042373	232.0935028	27.40206685	7.551582761	0.010732501	1.124385099	0.023987479	425175.2328	726	918750	1168036.048	0.001707531	2.160873751	2.747187414	195.2589002	8.131042373	243.0935028	27.52206685	180.5046788	8.111042373	235.0935028	27.37206685	186.6440323	8.11810531	239.6459504	27.41898993	2.599238476	0.005150163	2.266343838	0.03606002	371.8037269	0.542721704	-0.183148721	0.025501582	32.1438465	0.198863628
	933859.4555	2065.5	888900	1199052.493	210.5118275	8.154612994	239.5443503	27.62328719	181.9906134	8.114612994	227.5443503	27.40328719	8.669121858	0.011343605	2.562851875	0.028847571	407627.6582	1224	1010249.999	1168043.034	0.00300274	2.4783647	2.865465606	194.9972369	8.134612994	244.5443503	27.52328719	181.2884646	8.114612994	231.5443503	27.36328719	185.4014269	8.123354253	240.236658	27.41916132	1.925662269	0.004874067	3.715651648	0.034586667	287.5133031	0.529588519	0.019606908	0.001431291	20.2125139	0.131794673
	849208.3265	1189.5	2058299.999	1198729.171	208.5232154	8.154330508	245.4573446	27.59571657	182.4324914	8.104330508	233.4573446	27.39571657	8.234633646	0.010875036	1.617745242	0.02421805	360441.6785	412.5000003	1156950	1168154.026	0.001144429	3.209811931	3.240896089	193.8918761	8.134330508	247.4573446	27.51571657	182.3180363	8.104330508	238.4573446	27.37571657	185.7279414	8.114050788	243.6041978	27.42173056	1.844889925	0.006273582	2.517426704	0.034439984	106.5858315	0.131367861	-0.211127176	0.082996739	27.33915545	0.260468462
																																													
	intdayDOXY4	intdaypH4	intdayORP4	intdayTC4	maxdayDOXY4	maxdaypH4	maxdayORP4	maxdayTC4	mindayDOXY4	mindaypH4	mindayORP4	mindayTC4	meandayDOXY4	meandaypH4	meandayORP4	meandayTC4																													
	397606.4369	412.5000001	1179000	625589.1277	203.6980794	8.147347458	257.6844633	27.49614595	183.9443295	8.107347458	251.6844633	27.39614595	6.34497282	0.010727151	1.814161652	0.034615849																													
	387480.8836	558	538949.9992	625606.2362	206.0746473	8.143550847	243.8618644	27.50334369	179.9980622	8.103550847	238.8618644	27.39334369	9.200742214	0.013721425	1.121162853	0.037257762																													
	347138.3519	460.4999999	444000	625576.404	203.3490132	8.133539548	240.8607345	27.51025895	183.2477715	8.083539548	233.8607345	27.40025895	6.606268008	0.012300354	1.324102243	0.031919135																													
	350296.249	585	687450	625638.6243	205.041366	8.151042373	245.0935028	27.50206685	180.8097094	8.111042373	240.0935028	27.40206685	8.5781797	0.013710212	0.750484005	0.034656305																													
	403425.38	943.4999998	602100	625741.448	207.0999027	8.164612994	243.5443503	27.51328719	181.9906134	8.114612994	235.5443503	27.39328719	8.296803639	0.012846696	2.386880292	0.040231728																													
	358869.4189	340.5000001	1293299.999	625673.8379	205.5344248	8.144330508	246.4573446	27.51571657	182.2381888	8.104330508	239.4573446	27.38571657	8.228107475	0.012098649	1.183880108	0.038424189																													
