Row	intPAR1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_PAR1	ratiopH_PAR1	ratioORP_PAR1	ratioTC_PAR1	PARmax1	DOXYmax1	pHmax1	ORPmax1	TCmax1	PARmin1	DOXYmin1	pHmin1	ORPmin1	TCmin1	PARmean1	DOXYmean1	pHmean1	ORPmean1	TCmean1	PARstd1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_PAR1	rsqDOXY_PAR1	slopespH_PAR1	rsqpH_PAR1	slopesORP_PAR1	rsqORP_PAR1	slopesTC_PAR1	rsqTC_PAR1
	NaN	1176928.882	3522	543450	1281048.238	0.044812253	0.000134102	0.020692175	0.048776658	NaN	225.4091867	8.345453302	137.9378012	28.59397877	NaN	189.9458086	8.265453302	132.9378012	28.01397877	NaN	212.9875266	8.322953302	133.9476696	28.27805772	NaN	10.02699765	0.015148274	0.802459784	0.183924672	0.023593114	0.669555579	3.71E-05	0.723474241	-0.001618658	0.492063728	-3.79E-06	5.13E-05
	NaN	1335323.32	2541	902550	1281102.041	0.050843213	9.68E-05	0.034365117	0.048778706	NaN	228.3750563	8.350740524	141.9178716	28.58258369	NaN	184.9034934	8.270740524	130.9178716	28.06258369	NaN	214.2178144	8.326595787	132.8718189	28.2794258	NaN	11.29878518	0.022447705	1.484305603	0.171998079	0.028408474	0.764522425	5.13E-05	0.632259828	-0.002930985	0.47156166	-3.84E-05	0.00602789
	NaN	1488551.569	2476.5	768000	1281829.27	0.056677468	9.43E-05	0.029242047	0.048806396	NaN	230.8461976	8.353143806	142.7818809	28.60191546	NaN	183.8329867	8.273143806	102.7818809	28.01191546	NaN	216.4817622	8.327518806	106.8476704	28.29510625	NaN	13.35398431	0.023991669	6.902030657	0.183993188	0.032663001	0.723516385	5.05E-05	0.53494013	-0.011910334	0.360123953	3.97E-05	0.005633104
	NaN	1447860.399	3045	557550	1281478.321	0.055128128	0.00011594	0.021229041	0.048793034	NaN	230.7652269	8.351268073	141.7924319	28.58665169	NaN	183.2729175	8.271268073	130.7924319	28.05665169	NaN	215.0381318	8.328175968	132.1279583	28.28770432	NaN	13.22257599	0.01964026	1.643546798	0.168939653	0.032780448	0.743285298	5.18E-05	0.842051674	-0.003027847	0.410451158	-1.47E-05	0.000919545
																																					
	intPAR3	intDOXY3	intpH3	intORP3	intTC3	ratioDOXY_PAR3	ratiopH_PAR3	ratioORP_PAR3	ratioTC_PAR3	PARmax3	DOXYmax3	pHmax3	ORPmax3	TCmax3	PARmin3	DOXYmin3	pHmin3	ORPmin3	TCmin3	PARmean3	DOXYmean3	pHmean3	ORPmean3	TCmean3	PARstd3	DOXYstd3	pHstd3	ORPstd3	TCstd3	slopesDOXY_PAR3	rsqDOXY_PAR3	slopespH_PAR3	rsqpH_PAR3	slopesORP_PAR3	rsqORP_PAR3	slopesTC_PAR3	rsqTC_PAR3
	18350845.75	1223480.202	1830	532500	1288018.929	0.066671598	9.97E-05	0.029017736	0.070188532	1165.118405	233.7075787	8.356766315	144.7373323	28.45770679	1.09276798	184.3996536	8.276766315	135.7373323	28.08770679	399.8162702	211.1204356	8.316700955	139.4170709	28.245746	308.8938438	12.81280055	0.024561864	3.138583309	0.115314552	0.028729907	0.479732151	5.06E-05	0.40437998	0.006799943	0.447880042	1.78E-05	0.00227904
	NaN	1321898.084	1828.5	1056750	1287901.662	0.072034723	9.96E-05	0.057585902	0.070182142	NaN	235.3306874	8.351760453	157.7807086	28.46270092	NaN	185.4574086	8.281760453	133.7807086	28.08270092	NaN	211.63629	8.321629734	143.9048916	28.24296236	NaN	11.26247763	0.021398073	7.754727132	0.115034021	0.025640258	0.494533156	4.61E-05	0.442686887	0.019254047	0.588206092	1.25E-05	0.001125762
	NaN	1065703.725	2043	779700	1287890.932	0.058073821	0.00011133	0.042488505	0.070181557	NaN	226.2720184	8.335453302	144.9378012	28.46397877	NaN	187.1562016	8.265453302	136.9378013	28.07397877	NaN	210.4546613	8.290093825	139.0521803	28.2429657	NaN	10.53011157	0.020164656	1.082906559	0.113724852	0.022438342	0.433245544	5.19E-05	0.630942034	0.000820177	0.054733272	4.14E-06	0.000126454
	NaN	1166705.876	2605.5	1284300	1287858.816	0.063577771	0.000141983	0.069985875	0.070179807	NaN	231.9109149	8.360740524	147.9178716	28.45258369	NaN	188.3718369	8.290740524	138.9178716	28.08258369	NaN	210.4121927	8.327799347	141.107414	28.24228957	NaN	11.09929335	0.023560738	1.139896313	0.113968826	0.026087855	0.527114036	5.19E-05	0.462508584	0.000974105	0.069678541	2.50E-05	0.004606444
	NaN	1310123.467	2836.5	3359100	1288077.345	0.071393084	0.000154571	0.183048784	0.070191716	NaN	237.3588704	8.363143806	187.781881	28.47191546	NaN	184.8978433	8.293143806	140.7818809	28.08191546	NaN	212.4333205	8.33516995	163.4583515	28.24675206	NaN	12.31305396	0.023009137	16.68402862	0.115673682	0.028414323	0.508114464	4.41E-05	0.350130082	0.028412904	0.27672468	2.10E-05	0.003140908
	NaN	1277015.774	1674	911850	1287511.817	0.069588933	9.12E-05	0.049689808	0.070160898	NaN	233.228518	8.321268073	148.7924319	28.44665169	NaN	184.7346631	8.261268073	136.7924319	28.07665169	NaN	211.1774477	8.297869381	139.8251117	28.23462554	NaN	12.87465603	0.019740534	2.192746116	0.111711326	0.028177503	0.457037942	3.37E-05	0.278490676	-0.004878465	0.472289414	1.26E-05	0.001221899
																																					
	intPAR4	intDOXY4	intpH4	intORP4	intTC4	ratioDOXY_PAR4	ratiopH_PAR4	ratioORP_PAR4	ratioTC_PAR4	PARmax4	DOXYmax4	pHmax4	ORPmax4	TCmax4	PARmin4	DOXYmin4	pHmin4	ORPmin4	TCmin4	PARmean4	DOXYmean4	pHmean4	ORPmean4	TCmean4	PARstd4	DOXYstd4	pHstd4	ORPstd4	TCstd4	slopesDOXY_PAR4	rsqDOXY_PAR4	slopespH_PAR4	rsqpH_PAR4	slopesORP_PAR4	rsqORP_PAR4	slopesTC_PAR4	rsqTC_PAR4
	3005864.733	257206.0966	253.5000002	174600	321099.8574	0.085568088	8.43E-05	0.058086446	0.106824453	588.2772005	217.7574398	8.326766315	144.7373323	28.21770679	2.472749624	199.3008092	8.276766315	141.7373323	28.13770679	264.0513151	206.9657114	8.299074007	143.0706656	28.16745038	190.5161491	6.126943799	0.012239182	1.284181765	0.017242417	0.029194363	0.824088413	5.08E-05	0.625829761	0.005937056	0.775805612	-3.34E-05	0.136196801
	NaN	268164.722	312	364800	320988.7905	0.089213836	0.000103797	0.121362747	0.106787503	NaN	214.6154453	8.331760453	174.7807086	28.17270092	NaN	198.3745405	8.291760453	138.7807086	28.12270092	NaN	206.2654957	8.30893994	152.8319907	28.15731631	NaN	6.046166468	0.012762758	14.13273303	0.015363346	0.028840245	0.825850174	4.82E-05	0.517207998	0.06707454	0.81757328	-3.00E-06	0.001382529
	NaN	231031.3772	169.4999999	253650	321013.858	0.076860204	5.64E-05	0.084385035	0.106795843	NaN	213.0655576	8.275453302	145.9378012	28.22397877	NaN	202.21748	8.245453302	143.9378012	28.12397877	NaN	207.5092272	8.260581507	144.2198525	28.16013261	NaN	3.076031275	0.008847181	0.510351681	0.023239642	0.012250927	0.575731555	1.92E-05	0.171046679	-0.001108788	0.171325327	-7.94E-05	0.423371647
	NaN	232646.4305	571.4999998	388050	321051.9541	0.077397505	0.000190128	0.129097626	0.106808517	NaN	213.4040929	8.340740524	147.9178716	28.22258369	NaN	196.6643354	8.300740524	145.9178716	28.13258369	NaN	205.3413344	8.320996934	146.9691536	28.16335292	NaN	5.77956637	0.014776792	0.393948829	0.017226756	0.02830605	0.87062596	6.72E-05	0.750522862	-0.00095185	0.211894955	-1.36E-05	0.022552353
	NaN	272934.4096	667.4999999	1160550	320981.3363	0.090800629	0.000222066	0.386095218	0.106785024	NaN	214.9563649	8.343143806	210.7818807	28.18191546	NaN	199.8280608	8.313143807	185.7818809	28.12191546	NaN	207.7085333	8.331605345	191.6793168	28.15653085	NaN	5.661427867	0.008441271	5.490637339	0.01294648	0.026657156	0.804709765	3.21E-05	0.524523218	0.021532511	0.558222618	-1.64E-06	0.000584554
	NaN	285843.0613	328.4999998	292050	320883.8292	0.095095118	0.000109286	0.097160061	0.106752585	NaN	215.2949131	8.311268073	148.7924319	28.19665169	NaN	198.3316289	8.261268073	144.7924319	28.10665169	NaN	208.3706491	8.290242432	145.4462781	28.14844656	NaN	6.158237866	0.015354559	1.033350743	0.015873148	0.029287813	0.820964816	6.16E-05	0.583941607	-0.003405553	0.394224227	3.07E-06	0.001356479
