Row	intdayDOXY1	intdaypH1	intdayORP1	intdayTC1	maxdayDOXY1	maxdaypH1	maxdayORP1	maxdayTC1	mindayDOXY1	mindaypH1	mindayORP1	mindayTC1	meandayDOXY1	meandaypH1	meandayORP1	meandayTC1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_pH1	ratioDOXY_ORP1	ratioDOXY_TC1	DOXYmax1	pHmax1	ORPmax1	TCmax1	DOXYmin1	pHmin1	ORPmin1	TCmin1	DOXYmean1	pHmean1	ORPmean1	TCmean1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_pH1	rsqDOXY_pH1	slopesDOXY_ORP1	rsqDOXY_ORP1	slopesDOXY_TC1	rsqDOXY_TC1
	intdayDOXY3	intdaypH3	intdayORP3	intdayTC3	maxdayDOXY3	maxdaypH3	maxdayORP3	maxdayTC3	mindayDOXY3	mindaypH3	mindayORP3	mindayTC3	meandayDOXY3	meandaypH3	meandayORP3	meandayTC3	intDOXY3	intpH3	intORP3	intTC3	ratioDOXY_pH3	ratioDOXY_ORP3	ratioDOXY_TC3	DOXYmax3	pHmax3	ORPmax3	TCmax3	DOXYmin3	pHmin3	ORPmin3	TCmin3	DOXYmean3	pHmean3	ORPmean3	TCmean3	DOXYstd3	pHstd3	ORPstd3	TCstd3	slopesDOXY_pH3	rsqDOXY_pH3	slopesDOXY_ORP3	rsqDOXY_ORP3	slopesDOXY_TC3	rsqDOXY_TC3
	610149.9055	1011	2119950	1221524.408	199.3710073	8.052004154	209.1557632	28.17550363	182.5710735	8.012004154	189.1557632	27.99550363	5.236606163	0.012237031	3.749583507	0.035430029	411876.3689	220.4999997	2536800	1194111.455	0.000535355	6.159129757	2.899198752	188.3191736	8.032004154	210.1557632	28.07550363	181.5969995	8.012004154	201.1557632	27.98550363	184.8171928	8.017178979	205.7012178	28.03081832	1.440586775	0.005796204	2.051201202	0.03175177	153.4734893	0.381307386	0.080073603	0.012999194	-2.754445628	0.003685746
	522885.4945	1423.5	3707700	1221457.325	195.7714004	8.042705088	197.3637072	28.18109943	182.2465778	8.002705088	185.3637072	27.99109943	4.068909774	0.008309097	2.503846827	0.036659008	517158.7337	146.9999998	1373100	1194033.336	0.000284245	2.655084233	2.308833358	188.6292854	8.022705088	198.3637072	28.08109943	182.3505633	8.002705088	191.3637072	27.98109943	185.2889759	8.006166627	195.5874834	28.02900153	1.293748893	0.004901522	1.512481312	0.031306147	164.5852827	0.388815831	-0.193582146	0.051216589	7.826745451	0.035869199
	599539.4464	1231.5	1511100	1221608.285	197.7312852	8.038627985	198.2095016	28.1753284	180.8976559	7.998627985	188.2095016	27.9953284	5.278500943	0.011265047	1.662174705	0.034766038	369566.8709	389.9999999	1797900	1194127.99	0.001055289	4.864884115	3.231155398	186.3517675	8.018627985	199.2095016	28.0753284	179.7968315	7.998627985	194.2095016	27.9853284	183.4668071	8.007788825	197.4053058	28.03120253	1.253083353	0.00575271	1.464407495	0.031361784	143.9989206	0.437022141	-0.131890897	0.02375711	4.317592313	0.011676828
	599539.4464	1231.5	1511100	1221608.285	197.7312852	8.038627985	198.2095016	28.1753284	180.8976559	7.998627985	188.2095016	27.9953284	5.278500943	0.011265047	1.662174705	0.034766038	369566.8709	389.9999999	1797900	1194127.99	0.001055289	4.864884115	3.231155398	186.3517675	8.018627985	199.2095016	28.0753284	179.7968315	7.998627985	194.2095016	27.9853284	183.4668071	8.007788825	197.4053058	28.03120253	1.253083353	0.00575271	1.464407495	0.031361784	143.9989206	0.437022141	-0.131890897	0.02375711	4.317592313	0.011676828
	660762.5966	5010	2453850	1221447.077	196.0270653	8.075672378	205.6989875	28.18217419	183.7803225	7.885672378	174.6989875	27.9921742	3.65026724	0.052103962	6.224807515	0.034097931	438025.5612	165.000014	2175450	1194085.121	0.00037669	4.966490983	2.726062647	190.9316325	7.945672378	206.6989875	28.0821742	181.6259509	7.925672378	193.6989875	27.9821742	184.9444383	7.929588462	203.7374491	28.03021615	1.669327063	0.006717118	3.057015092	0.030907831	58.41211118	0.055244474	-0.124896189	0.052313125	5.397688541	0.0099878
	601673.8013	478.5000002	3746849.999	1221828.484	197.7120239	8.042553219	209.7433801	28.17918354	180.8519484	8.012553219	177.7433801	27.98918354	5.42879281	0.007550179	6.316962489	0.038225149	434463.5627	796.4999999	2927850	1194023.719	0.001833295	6.739000117	2.748271251	188.3399124	8.042553219	209.7433801	28.07918354	180.1046205	8.012553219	195.7433801	27.97918354	184.1511009	8.021224548	205.4496738	28.02876396	1.480243684	0.00789346	3.502176723	0.032215693	72.75584553	0.150523444	0.177602171	0.176565651	-26.57168963	0.334431262
																																													
	intdayDOXY4	intdaypH4	intdayORP4	intdayTC4	maxdayDOXY4	maxdaypH4	maxdayORP4	maxdayTC4	mindayDOXY4	mindaypH4	mindayORP4	mindayTC4	meandayDOXY4	meandaypH4	meandayORP4	meandayTC4																													
	361301.3437	399	1669050	731516.6449	200.6327516	8.052004154	216.1557632	28.17550363	181.3074838	8.012004154	209.1557632	27.98550363	6.069950035	0.010498918	1.272601314	0.046423694																													
	333179.2816	523.5000001	2347950	731511.1951	199.089489	8.032705088	197.3637072	28.16109943	181.5778513	7.992705088	182.3637072	27.98109943	4.805700019	0.009648336	2.753453235	0.049936088																													
	365057.1921	396.0000003	1059150	731605.0713	200.8177832	8.038627985	203.2095016	28.2653284	180.1749291	7.998627985	194.2095016	27.9853284	6.173874876	0.012127415	1.541103501	0.053181807																													
	365057.1921	396.0000003	1059150	731605.0713	200.8177832	8.038627985	203.2095016	28.2653284	180.1749291	7.998627985	194.2095016	27.9853284	6.173874876	0.012127415	1.541103501	0.053181807																													
	378252.914	1099.5	1819500	731482.2465	198.1941317	7.945672378	205.6989875	28.2621742	181.3232724	7.915672378	194.6989875	27.9821742	4.447775751	0.006856302	2.580818794	0.05296582																													
	383920.033	457.5000002	2571449.999	731575.1904	202.1382416	8.052553219	209.7433801	28.25918354	181.7329173	8.012553219	188.7433801	27.97918354	5.53514305	0.009001915	5.085155216	0.053580158																													
