Row	intdayDOXY1	intdaypH1	intdayORP1	intdayTC1	maxdayDOXY1	maxdaypH1	maxdayORP1	maxdayTC1	mindayDOXY1	mindaypH1	mindayORP1	mindayTC1	meandayDOXY1	meandaypH1	meandayORP1	meandayTC1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_pH1	ratioDOXY_ORP1	ratioDOXY_TC1	DOXYmax1	pHmax1	ORPmax1	TCmax1	DOXYmin1	pHmin1	ORPmin1	TCmin1	DOXYmean1	pHmean1	ORPmean1	TCmean1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_pH1	rsqDOXY_pH1	slopesDOXY_ORP1	rsqDOXY_ORP1	slopesDOXY_TC1	rsqDOXY_TC1
	778737.5039	2802	2650650	1112103.112	191.8657088	7.987426901	270.4122807	25.63089912	163.8764967	7.897426901	188.4122807	25.46089912	9.109714384	0.019991614	9.17050995	0.033502586	483277.833	1545	482100	1095172.072	0.003196919	0.997562824	2.266133469	175.2293943	7.927426901	246.4122807	25.63089912	161.3658796	7.897426901	244.4122807	25.45089912	168.9009452	7.913468567	245.651864	25.52839912	3.128478142	0.00777469	0.714409018	0.05378668	350.60237	0.759153509	3.368063374	0.591545446	27.68474415	0.226550102
	847553.9678	1855.5	621150	1112115.993	190.2167913	7.953731725	247.122807	25.63857456	166.1449734	7.883731726	237.122807	25.45857456	7.282378027	0.017011625	3.39226523	0.034399979	586005.7071	1644.000001	375000	1095136.849	0.002805433	0.639925508	1.868816012	177.0489668	7.933731725	249.122807	25.63857456	162.2394224	7.903731725	242.122807	25.43857456	170.9442929	7.922065058	242.8866959	25.52760234	3.829995668	0.007572493	0.699511428	0.057077048	434.4901035	0.73797394	-0.276713795	0.002554199	34.59798718	0.265844764
	859343.6274	2166	536550	1112267.125	188.5920808	7.949312865	246.6798246	25.64208333	163.6316534	7.889312865	227.6798246	25.46208333	7.822406653	0.017014262	3.931727226	0.03579847	687228.2441	1224	564149.9999	1095186.875	0.001781068	0.820906307	1.593629023	178.3553269	7.959312865	257.6798246	25.64208333	161.2816694	7.899312865	245.6798246	25.45208333	172.1024735	7.917993421	246.8464912	25.52875	3.238640555	0.011046407	2.145087079	0.055884496	182.2424197	0.386380815	0.382251561	0.064100717	2.229572748	0.001480132
	881748.694	1837.500001	1034250	1112611.967	193.2996164	7.954170322	249.5076754	25.66287281	161.2522268	7.894170322	234.5076754	25.45287281	9.426110488	0.017858019	3.796599926	0.042574728	531195.2276	1275	534300	1094902.743	0.002400247	1.00584488	2.061205912	173.7520057	7.934170322	250.5076754	25.62287281	160.2562872	7.894170322	244.5076754	25.44287281	167.2580417	7.913892544	247.9590643	25.52210892	3.049877342	0.007284858	1.581491998	0.054555801	259.7032621	0.384797476	-1.254734827	0.423324258	23.16032169	0.171635179
																																													
	intdayDOXY3	intdaypH3	intdayORP3	intdayTC3	maxdayDOXY3	maxdaypH3	maxdayORP3	maxdayTC3	mindayDOXY3	mindaypH3	mindayORP3	mindayTC3	meandayDOXY3	meandaypH3	meandayORP3	meandayTC3	intDOXY3	intpH3	intORP3	intTC3	ratioDOXY_pH3	ratioDOXY_ORP3	ratioDOXY_TC3	DOXYmax3	pHmax3	ORPmax3	TCmax3	DOXYmin3	pHmin3	ORPmin3	TCmin3	DOXYmean3	pHmean3	ORPmean3	TCmean3	DOXYstd3	pHstd3	ORPstd3	TCstd3	slopesDOXY_pH3	rsqDOXY_pH3	slopesDOXY_ORP3	rsqDOXY_ORP3	slopesDOXY_TC3	rsqDOXY_TC3
	719661.4868	1684.5	1872000	1110268.26	190.4799784	7.945321637	253.816886	25.62130482	161.1187467	7.875321637	241.816886	25.42130482	9.278577074	0.017311097	2.89338176	0.052012498	515952.0936	1011	817500	1085859.086	0.001959484	1.584449429	2.104573465	174.5780537	7.935321637	255.816886	25.53130482	156.1378254	7.895321637	250.816886	25.42130482	168.2705527	7.919027931	253.9987041	25.48941671	3.897402076	0.008364775	0.893137874	0.03267318	364.8736682	0.613257951	-1.140035448	0.068253244	27.02639437	0.051334414
	691157.7558	1860	644850	1110232.859	187.9751908	7.94880848	246.0427632	25.60935307	161.0812036	7.87880848	235.0427632	25.41935307	8.476659288	0.018356286	2.005813469	0.051061708	506728.0298	1113	228150	1085847.941	0.002196445	0.450241523	2.142861411	176.5756552	7.92880848	248.0427632	25.52935307	157.9598114	7.88880848	245.0427632	25.41935307	169.8690621	7.914962326	246.3924135	25.48914328	3.809087524	0.007013375	0.694634784	0.033005943	434.7063291	0.64062543	-1.885845064	0.118272334	32.07010674	0.077222384
	691193.5464	1590	2426550	1110261.112	190.3921879	7.937426901	245.4122807	25.61089912	161.833351	7.887426901	243.4122807	25.42089912	8.782786816	0.01393283	0.65610033	0.04748408	493032.5823	1039.5	457050	1085987.303	0.00210838	0.927017841	2.202668427	176.4092748	7.917426901	245.4122807	25.54089912	157.5942437	7.877426901	244.4122807	25.43089912	169.185005	7.901832495	245.1395534	25.49243758	3.491750703	0.007181978	0.446927195	0.032788432	411.0052448	0.714655032	4.792994188	0.376357791	12.46538088	0.013701431
	737630.2239	1776	797400	1110201.993	187.5845596	7.943731725	253.122807	25.62857456	160.1876157	7.883731725	243.122807	25.41857456	8.231923697	0.016588606	2.182811714	0.051414751	559706.0547	1792.5	763800.0001	1085904.776	0.003202574	1.364644877	1.940134053	176.5077512	7.943731725	256.122807	25.53857456	157.2505548	7.893731725	249.122807	25.41857456	170.4114465	7.925829627	252.0458839	25.49046267	3.660910323	0.007677766	0.904425137	0.034923479	426.7933611	0.801174094	0.39627944	0.009584515	13.28391377	0.016058645
	773103.0654	1884	931950	1110110.125	187.1706237	7.949312865	253.6798246	25.63208333	158.5812882	7.879312865	240.6798246	25.41208333	8.638192759	0.018529936	2.146467257	0.050336234	706499.2084	1320	827100	1085920.75	0.001868367	1.170701949	1.537044539	180.853289	7.929312865	256.6798246	25.54208333	156.0626065	7.889312865	249.6798246	25.41208333	172.6442128	7.920291886	253.085419	25.49082459	4.652791101	0.007719984	1.940080448	0.034982232	481.2728073	0.637658724	-0.84290438	0.123529018	12.24318158	0.008473376
	825830.3599	1884	1298400	1110472.967	194.5621533	7.964170322	253.5076754	25.63287281	160.2885908	7.884170322	240.5076754	25.41287281	10.5162705	0.019116158	3.037974116	0.055623447	512785.2397	1219.5	719700	1085687.382	0.002378189	1.403511537	2.117236023	173.2624696	7.924170322	253.5076754	25.52287281	154.8321679	7.884170322	250.5076754	25.42287281	166.8874192	7.912806685	252.3992838	25.48539029	3.640494364	0.008031229	1.056735373	0.032813355	330.4516231	0.531445921	-2.05054019	0.354281386	26.67244762	0.057797131
																																													
	intdayDOXY4	intdaypH4	intdayORP4	intdayTC4	maxdayDOXY4	maxdaypH4	maxdayORP4	maxdayTC4	mindayDOXY4	mindaypH4	mindayORP4	mindayTC4	meandayDOXY4	meandaypH4	meandayORP4	meandayTC4																													
	375586.9003	814.5000003	1378950	726830.6875	190.8892568	7.965321637	255.816886	25.64130482	163.1934324	7.885321637	252.816886	25.41130482	8.950603564	0.01785787	0.550019935	0.07095333																													
	366873.6426	1090.5	418350	726815.5625	189.9106755	7.94880848	246.0427632	25.62935307	163.1002775	7.89880848	238.0427632	25.40935307	8.258193103	0.014339248	2.436203546	0.071893485																													
	363355.5264	609.0000001	1564650	726777.125	189.7949653	7.957426901	244.4122807	25.62089912	163.1084199	7.877426901	239.4122807	25.41089912	8.667993836	0.015055453	0.982690096	0.066656935																													
	406766.1843	1174.5	669000	726845.875	189.4803452	7.953731725	255.122807	25.64857456	163.073056	7.903731725	250.122807	25.40857456	8.391494905	0.012700584	1.289634791	0.072677792																													
	443365.9488	1110	758100	726776.375	189.4363604	7.949312865	253.6798246	25.63208333	162.0913538	7.899312865	250.6798246	25.41208333	8.325655932	0.013770917	0.732395732	0.070260714																													
	515925.4121	1474.5	928650	727064.375	200.6836006	7.984170322	253.5076754	25.64287281	164.5490251	7.904170322	240.5076754	25.40287281	12.01751879	0.021258641	3.320573165	0.081079815																													
