Row	intPAR1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_PAR1	ratiopH_PAR1	ratioORP_PAR1	ratioTC_PAR1	PARmax1	DOXYmax1	pHmax1	ORPmax1	TCmax1	PARmin1	DOXYmin1	pHmin1	ORPmin1	TCmin1	PARmean1	DOXYmean1	pHmean1	ORPmean1	TCmean1	PARstd1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_PAR1	rsqDOXY_PAR1	slopespH_PAR1	rsqpH_PAR1	slopesORP_PAR1	rsqORP_PAR1	slopesTC_PAR1	rsqTC_PAR1
	intPAR3	intDOXY3	intpH3	intORP3	intTC3	ratioDOXY_PAR3	ratiopH_PAR3	ratioORP_PAR3	ratioTC_PAR3	PARmax3	DOXYmax3	pHmax3	ORPmax3	TCmax3	PARmin3	DOXYmin3	pHmin3	ORPmin3	TCmin3	PARmean3	DOXYmean3	pHmean3	ORPmean3	TCmean3	PARstd3	DOXYstd3	pHstd3	ORPstd3	TCstd3	slopesDOXY_PAR3	rsqDOXY_PAR3	slopespH_PAR3	rsqpH_PAR3	slopesORP_PAR3	rsqORP_PAR3	slopesTC_PAR3	rsqTC_PAR3
	17451909.95	736393.7977	1717.5	1906950	1125609.543	0.042195599	9.84E-05	0.109268842	0.064497785	993.9099971	190.4799784	7.945321637	253.816886	25.62130482	1.209600073	161.1187468	7.875321637	242.816886	25.41130482	393.0725735	177.7295108	7.914240556	249.0533725	25.52339942	280.1007872	9.027861558	0.017187843	2.753751891	0.050980233	0.017542952	0.296254007	2.05E-05	0.11162637	0.004348707	0.195658792	8.95E-05	0.241564717
	NaN	707784.8756	1900.5	657149.9985	1125572.97	0.040556299	0.000108899	0.037654904	0.06449569	NaN	187.9751908	7.94880848	245.0427632	25.60935307	NaN	161.0812036	7.87880848	235.0427632	25.41935307	NaN	177.0544751	7.921781453	241.9616821	25.52259631	NaN	8.249422724	0.017974262	2.055401092	0.050023344	0.014775887	0.251703142	2.19E-05	0.116648633	-0.006105884	0.69236096	8.84E-05	0.245249862
	NaN	707255.6978	1614	2461200	1125594.651	0.040525977	9.25E-05	0.141027544	0.064496932	NaN	190.3921878	7.937426901	245.4122807	25.61089912	NaN	161.833351	7.887426901	243.4122807	25.42089912	NaN	177.7847746	7.913913387	244.2230915	25.52312885	NaN	8.539228668	0.013745246	0.673617014	0.046479034	0.017134982	0.315906568	2.20E-05	0.20111668	-0.00163659	0.463108163	8.43E-05	0.258182046
	NaN	754972.3142	1818.000001	816450.0001	1125547.638	0.043260154	0.000104172	0.046782845	0.064494238	NaN	187.5845595	7.943731725	252.122807	25.62857456	NaN	160.1876157	7.883731725	243.122807	25.41857456	NaN	177.2356873	7.924880374	246.6430773	25.52202051	NaN	8.036113995	0.016434725	2.183642326	0.05031483	0.014168747	0.243893034	1.29E-05	0.048390491	0.000146443	0.000352859	8.17E-05	0.206984654
	NaN	791583.1138	1929	949050	1125457.875	0.045357965	0.000110532	0.054380867	0.064489095	NaN	187.1706237	7.949312865	253.6798246	25.63208333	NaN	158.5812882	7.879312865	240.6798246	25.41208333	NaN	176.4563087	7.922961514	247.2203651	25.51998874	NaN	8.418591441	0.018262956	2.180240199	0.049242609	0.014538307	0.233979304	1.49E-05	0.052321032	-0.002100496	0.07282219	7.42E-05	0.178158063
	NaN	841917.4844	1907.999999	1320900	1125803.191	0.04824214	0.000109329	0.075687991	0.064508881	NaN	194.5621532	7.964170322	253.5076754	25.63287281	NaN	160.2885908	7.884170322	240.5076754	25.41287281	NaN	179.2760776	7.92727843	245.5009187	25.52773767	NaN	10.2292705	0.018982676	3.1287489	0.054641522	0.023577643	0.41681189	3.75E-05	0.305763487	-0.010220652	0.837229294	0.000111676	0.327719693
																																					
	intPAR4	intDOXY4	intpH4	intORP4	intTC4	ratioDOXY_PAR4	ratiopH_PAR4	ratioORP_PAR4	ratioTC_PAR4	PARmax4	DOXYmax4	pHmax4	ORPmax4	TCmax4	PARmin4	DOXYmin4	pHmin4	ORPmin4	TCmin4	PARmean4	DOXYmean4	pHmean4	ORPmean4	TCmean4	PARstd4	DOXYstd4	pHstd4	ORPstd4	TCstd4	slopesDOXY_PAR4	rsqDOXY_PAR4	slopespH_PAR4	rsqpH_PAR4	slopesORP_PAR4	rsqORP_PAR4	slopesTC_PAR4	rsqTC_PAR4
	6696444.577	169282.466	401.9999997	944400	496723.4441	0.025279455	6.00E-05	0.141030063	0.07417719	964.6999958	181.3745304	7.915321637	254.816886	25.59130482	2.2058	163.1934324	7.885321637	253.816886	25.41130482	344.4553761	169.8615747	7.896079213	254.2411284	25.47342604	288.3380083	5.301543155	0.009657298	0.498014706	0.053565636	0.016516039	0.806883747	-1.10E-05	0.107531253	-0.000804012	0.216692998	0.000174801	0.88535773
	NaN	166888.3106	593.9999999	300149.9993	496706.3849	0.024921928	8.87E-05	0.044822293	0.074174643	NaN	180.1500825	7.92880848	245.0427632	25.59935307	NaN	163.1002775	7.89880848	238.0427632	25.40935307	NaN	169.7043079	7.90941454	242.4367025	25.4726864	NaN	4.450071167	0.007416984	1.960210256	0.054697302	0.013171048	0.728300412	8.44E-06	0.107605699	-0.006404445	0.887485813	0.000176714	0.867783942
	NaN	164094.9935	268.5000001	1073250	496727.5329	0.024504794	4.01E-05	0.160271617	0.074177801	NaN	181.575158	7.907426901	244.4122807	25.59089912	NaN	163.1084199	7.877426901	242.4122807	25.41089912	NaN	170.3093691	7.891366295	243.4577352	25.4736264	NaN	5.187607115	0.005785602	0.509353075	0.050704133	0.016043848	0.795218925	1.81E-06	0.008163365	-0.000693731	0.154222754	0.000163282	0.862168132
	NaN	192374.888	668.9999998	446550	496725.7039	0.028727915	9.99E-05	0.066684641	0.074177528	NaN	181.4381113	7.923731725	252.122807	25.59857456	NaN	163.073056	7.903731725	250.122807	25.40857456	NaN	170.1336621	7.918125665	251.0318979	25.47357456	NaN	4.876441964	0.006355806	0.695640769	0.054919522	0.014541443	0.739286334	1.57E-06	0.005077167	-0.000733877	0.092529475	0.000177082	0.864373713
	NaN	219106.5181	615.0000001	516900	496689.125	0.032719828	9.18E-05	0.077190216	0.074172065	NaN	180.8038573	7.919312865	253.6798246	25.58208333	NaN	162.0913538	7.899312865	250.6798246	25.41208333	NaN	169.8889328	7.910979532	252.1949761	25.47162879	NaN	4.880129046	0.007561712	0.749203149	0.052048256	0.014821889	0.766916908	5.48E-06	0.043718872	-0.001447218	0.310221908	0.000166805	0.853900831
	NaN	245417.1622	838.5000005	653549.9999	496811.0197	0.036648875	0.000125216	0.097596567	0.074190268	NaN	189.8885342	7.974170322	253.5076754	25.62287281	NaN	164.5490252	7.904170322	244.5076754	25.40287281	NaN	172.939908	7.927200625	249.022827	25.47802432	NaN	7.997056582	0.016822119	2.936467916	0.062910007	0.026077444	0.884043231	4.83E-05	0.683982531	-0.009292805	0.832620211	0.00020599	0.891363069
