Row	intPAR1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_PAR1	ratiopH_PAR1	ratioORP_PAR1	ratioTC_PAR1	PARmax1	DOXYmax1	pHmax1	ORPmax1	TCmax1	PARmin1	DOXYmin1	pHmin1	ORPmin1	TCmin1	PARmean1	DOXYmean1	pHmean1	ORPmean1	TCmean1	PARstd1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_PAR1	rsqDOXY_PAR1	slopespH_PAR1	rsqpH_PAR1	slopesORP_PAR1	rsqORP_PAR1	slopesTC_PAR1	rsqTC_PAR1
	NaN	736331.5713	1149	346200.0001	1218083.419	0.034067607	5.32E-05	0.01601752	0.056356659	NaN	207.9914314	8.163539548	235.8607345	27.69025895	NaN	179.5700456	8.113539548	216.8607345	27.48025895	NaN	196.1739626	8.139417926	224.7526264	27.62025895	NaN	8.54191837	0.016492796	3.566921221	0.049843292	0.019575851	0.55770112	4.21E-05	0.691278696	-0.007156442	0.427443144	9.66E-05	0.39879948
	NaN	798701.2763	1314	277950.0015	1218301.148	0.036953245	6.08E-05	0.01285982	0.056366732	NaN	210.1905217	8.151042373	236.0935028	27.70206685	NaN	178.4866745	8.101042373	224.0935028	27.48206685	NaN	196.5052744	8.130704535	225.4313407	27.6251074	NaN	9.457239051	0.016717563	1.41206682	0.054805268	0.021977502	0.573454511	3.72E-05	0.526999102	-0.002026806	0.218768557	0.000113774	0.457631446
	NaN	853270.9234	1392	274349.9985	1218087.965	0.039478001	6.44E-05	0.01269326	0.056356869	NaN	211.7489626	8.154612994	237.5443503	27.71328719	NaN	178.5179936	8.094612994	217.5443503	27.48328719	NaN	197.7534268	8.126099481	223.8281341	27.62031422	NaN	9.945353002	0.015534244	3.032792521	0.059527156	0.024524896	0.64572113	3.31E-05	0.480926445	-0.00357558	0.147597397	0.000128675	0.496165458
	NaN	773097.7231	1183.5	392849.9986	1218249.101	0.035768654	5.48E-05	0.01817586	0.056364324	NaN	210.2529778	8.164330508	237.4573446	27.68571657	NaN	179.5679558	8.104330508	220.4573446	27.48571657	NaN	196.9983648	8.131019698	224.4100473	27.62389225	NaN	9.193766652	0.013869583	2.192549099	0.051402601	0.021498965	0.580656362	2.84E-05	0.446244084	-0.003313783	0.242560802	0.000104292	0.437119536
																																					
	intPAR3	intDOXY3	intpH3	intORP3	intTC3	ratioDOXY_PAR3	ratiopH_PAR3	ratioORP_PAR3	ratioTC_PAR3	PARmax3	DOXYmax3	pHmax3	ORPmax3	TCmax3	PARmin3	DOXYmin3	pHmin3	ORPmin3	TCmin3	PARmean3	DOXYmean3	pHmean3	ORPmean3	TCmean3	PARstd3	DOXYstd3	pHstd3	ORPstd3	TCstd3	slopesDOXY_PAR3	rsqDOXY_PAR3	slopespH_PAR3	rsqpH_PAR3	slopesORP_PAR3	rsqORP_PAR3	slopesTC_PAR3	rsqTC_PAR3
	19289510.61	525089.1169	874.5000002	756150.0001	818503.0347	0.027221485	4.53E-05	0.039200061	0.042432545	1162	205.9861425	8.157347458	238.6844633	27.60614595	1.772	183.5488024	8.117347458	231.6844633	27.51614595	646.8467469	197.0697002	8.136747458	235.1344633	27.55894595	331.8358496	7.272480691	0.011443317	1.748736916	0.023315144	0.020506144	0.87548649	3.03E-05	0.772444295	0.001892872	0.129014916	6.09E-05	0.751421064
	NaN	622705.11	1081.5	383849.999	818560.8076	0.032282059	5.61E-05	0.019899416	0.04243554	NaN	210.7309956	8.153550847	232.8618644	27.60334369	NaN	183.0939219	8.113550848	226.8618644	27.51334369	NaN	198.2491089	8.139950847	230.7718644	27.56094369	NaN	8.700888239	0.012433256	1.279954227	0.026935013	0.024197061	0.851617688	3.31E-05	0.778600416	0.000416818	0.011677494	7.32E-05	0.813049686
	NaN	519655.8655	544.5000002	405000	818419.6907	0.026939816	2.82E-05	0.020995867	0.042428225	NaN	206.6276088	8.143539548	235.8607345	27.59025895	NaN	184.2757915	8.113539548	221.8607345	27.52025895	NaN	197.0536704	8.131839548	230.4807345	27.55615895	NaN	7.000198812	0.011106009	3.564074389	0.019648168	0.019402773	0.845967051	3.00E-05	0.802265129	-0.007918995	0.543617259	5.09E-05	0.739964503
	NaN	576964.3532	1156.5	442200.001	818465.8856	0.029910782	6.00E-05	0.022924376	0.04243062	NaN	207.2058804	8.151042373	236.0935028	27.59206685	NaN	185.3345805	8.121042373	232.0935028	27.51206685	NaN	197.9033699	8.139942373	233.9835028	27.55766686	NaN	7.194949599	0.010337243	0.851558285	0.022442744	0.019895669	0.841992402	2.75E-05	0.781601003	-0.001663046	0.419977816	5.94E-05	0.771358774
	NaN	598517.2387	1363.5	431399.999	818775.1297	0.031028119	7.07E-05	0.022364486	0.042446651	NaN	209.3904634	8.154612994	237.5443503	27.62328719	NaN	183.7006592	8.124612994	227.5443503	27.52328719	NaN	198.6473949	8.140512994	232.1043503	27.56798719	NaN	8.400597787	0.011109646	2.454927018	0.028690441	0.023714851	0.877540171	2.91E-05	0.755323866	-0.002464212	0.110949592	7.55E-05	0.762702726
	NaN	551024.4142	802.4999997	586949.999	818479.7822	0.028566013	4.16E-05	0.030428455	0.04243134	NaN	208.0039473	8.154330508	237.4573446	27.59571657	NaN	182.4324914	8.114330508	233.4573446	27.51571657	NaN	198.0940648	8.131330508	235.2373446	27.55811657	NaN	8.177674588	0.010871146	1.330147708	0.021794263	0.02326335	0.891110326	2.61E-05	0.635357092	-0.000969486	0.058496543	5.65E-05	0.740939319
