Row	intPAR1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_PAR1	ratiopH_PAR1	ratioORP_PAR1	ratioTC_PAR1	PARmax1	DOXYmax1	pHmax1	ORPmax1	TCmax1	PARmin1	DOXYmin1	pHmin1	ORPmin1	TCmin1	PARmean1	DOXYmean1	pHmean1	ORPmean1	TCmean1	PARstd1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_PAR1	rsqDOXY_PAR1	slopespH_PAR1	rsqpH_PAR1	slopesORP_PAR1	rsqORP_PAR1	slopesTC_PAR1	rsqTC_PAR1
	NaN	787072.8152	2062.5	1584300	1296432.623	0.043833146	0.000114863	0.088231802	0.072200079	NaN	211.1788754	8.36471636	134.5234141	28.49264524	NaN	183.8019378	8.304716361	124.5234141	28.25264524	NaN	200.986945	8.3398144	125.2946559	28.4299655	NaN	6.951843716	0.014605228	1.085167534	0.029109741	0.017321611	0.614645508	3.28E-05	0.499142046	-0.001915792	0.308568234	4.57E-05	0.244459531
	NaN	688299.0817	2016	264900	1296151.544	0.038332303	0.000112274	0.014752638	0.072184426	NaN	212.4079193	8.352090335	131.5562394	28.55753387	NaN	186.9009531	8.312090335	123.5562394	28.22753387	NaN	201.9298356	8.336207982	125.3863048	28.42371034	NaN	7.11675815	0.009142829	0.841293251	0.036803911	0.017605991	0.605905232	1.70E-05	0.340910175	-0.001265687	0.224081467	4.35E-05	0.138608512
	NaN	705324.6862	2573.999997	757199.9985	1296219.968	0.039280482	0.00014335	0.042169488	0.072188236	NaN	213.2120725	8.369663606	135.1377166	28.60462648	NaN	186.1061853	8.309663606	123.1377166	28.22462648	NaN	201.5042431	8.335938115	124.7749715	28.42521472	NaN	7.620514666	0.01503865	1.638592235	0.044028031	0.018261689	0.568540524	2.69E-05	0.317614048	-0.002959446	0.322943922	5.03E-05	0.129124544
																																					
	intPAR3	intDOXY3	intpH3	intORP3	intTC3	ratioDOXY_PAR3	ratiopH_PAR3	ratioORP_PAR3	ratioTC_PAR3	PARmax3	DOXYmax3	pHmax3	ORPmax3	TCmax3	PARmin3	DOXYmin3	pHmin3	ORPmin3	TCmin3	PARmean3	DOXYmean3	pHmean3	ORPmean3	TCmean3	PARstd3	DOXYstd3	pHstd3	ORPstd3	TCstd3	slopesDOXY_PAR3	rsqDOXY_PAR3	slopespH_PAR3	rsqpH_PAR3	slopesORP_PAR3	rsqORP_PAR3	slopesTC_PAR3	rsqTC_PAR3
	16172463.75	816358.6022	2020.5	677699.9847	1292628.152	0.050478308	0.000124935	0.04190456	0.07992772	979.761853	209.5259387	8.348514719	130.1365442	28.46197701	1.315183975	188.9411293	8.288514719	128.1365442	28.22197701	352.3499427	203.2450386	8.332763085	128.9992893	28.34674825	251.7013078	4.945481287	0.014540905	0.398332436	0.048856462	0.012808338	0.424951511	2.86E-05	0.244561202	0.000214368	0.01834844	0.000115412	0.353533263
	NaN	900774.5622	2906.999969	1050149.988	1292611.938	0.055698042	0.00017975	0.064934447	0.079926717	NaN	211.2892561	8.351457275	135.1306826	28.48122672	NaN	188.5535397	8.271457276	130.1306826	28.18122672	NaN	204.0123814	8.335182765	132.1633623	28.34632476	NaN	6.012323765	0.017316039	1.452847931	0.060318427	0.016685812	0.48795628	3.11E-05	0.203776313	0.001083957	0.035265887	0.000150983	0.396941584
	NaN	951118.6456	2410.5	1119150	1292272.159	0.058810993	0.00014905	0.069200959	0.079905708	NaN	212.5456893	8.340296665	171.1822652	28.47486095	NaN	187.9261211	8.270296665	131.1822652	28.20486095	NaN	203.9645848	8.322976404	142.6593894	28.33884788	NaN	5.990162085	0.010637974	10.10672325	0.055882158	0.013185151	0.306947452	2.36E-05	0.31220128	0.025861417	0.414815357	0.000136939	0.380434142
	NaN	905977.7134	2295	1945200	1292790.623	0.056019771	0.000141908	0.12027852	0.079937766	NaN	211.3333951	8.364716361	140.5234141	28.45264524	NaN	188.4437946	8.294716361	131.5234141	28.22264524	NaN	203.6159602	8.344977798	133.2096886	28.3502923	NaN	5.598154272	0.017318522	1.388252347	0.052236364	0.014333484	0.415321826	3.22E-05	0.218596905	-0.003308527	0.359835075	0.000130492	0.395358154
	NaN	773459.7582	2412	484950	1292385.044	0.047825722	0.000149142	0.029986155	0.079912688	NaN	210.6505221	8.362090335	134.5562394	28.50753387	NaN	190.8886282	8.292090335	128.5562394	28.15753387	NaN	203.8201143	8.344933472	130.2098342	28.34129204	NaN	5.296744246	0.0161588	1.324467427	0.063280082	0.014741194	0.490702473	2.47E-05	0.148342827	-0.002780422	0.279196368	0.000160954	0.409865331
	NaN	817293.8863	1957.499999	1102349.998	1292184.968	0.05053614	0.000121039	0.068162156	0.079900316	NaN	211.3559368	8.359663606	142.1377166	28.48462648	NaN	190.590059	8.279663606	128.1377166	28.20462648	NaN	203.9873808	8.322539423	132.3534028	28.33691406	NaN	5.160428735	0.015375699	2.851456636	0.057554285	0.014452538	0.496921286	2.11E-05	0.119595507	-0.006306291	0.309874198	0.000153089	0.448235356
																																					
	intPAR4	intDOXY4	intpH4	intORP4	intTC4	ratioDOXY_PAR4	ratiopH_PAR4	ratioORP_PAR4	ratioTC_PAR4	PARmax4	DOXYmax4	pHmax4	ORPmax4	TCmax4	PARmin4	DOXYmin4	pHmin4	ORPmin4	TCmin4	PARmean4	DOXYmean4	pHmean4	ORPmean4	TCmean4	PARstd4	DOXYstd4	pHstd4	ORPstd4	TCstd4	slopesDOXY_PAR4	rsqDOXY_PAR4	slopespH_PAR4	rsqpH_PAR4	slopesORP_PAR4	rsqORP_PAR4	slopesTC_PAR4	rsqTC_PAR4
	803911.0559	171238.6487	343.5	178049.9965	297518.7586	0.213006958	0.000427286	0.221479721	0.370089149	223.2285049	204.9631354	8.328514719	131.1365442	28.34197701	1.342283705	199.1502285	8.318514719	130.1365442	28.33197701	77.06335221	201.7041813	8.321292497	131.0809887	28.33503256	60.95771711	1.21677733	0.004542568	0.232310684	0.004671766	0.013527208	0.459252463	3.29E-05	0.195324516	0.000695935	0.033347007	-1.32E-05	0.029496125
	NaN	182929.978	677.9999927	262499.9972	297405.8805	0.227550021	0.000843377	0.326528657	0.369948738	NaN	206.5532988	8.341457275	134.1306826	28.33122672	NaN	198.926305	8.331457275	134.1306826	28.30122672	NaN	201.7568768	8.335901719	134.1306826	28.32400449	NaN	1.355669062	0.005039526	5.76E-14	0.006146363	0.015650376	0.495221588	2.34E-06	0.000798971	0	0.75	-3.01E-05	0.088933788
	NaN	206279.7614	79.5	164400	297253.54	0.256595254	9.89E-05	0.204500235	0.369759239	NaN	205.1590542	8.280296665	136.1822652	28.31486095	NaN	200.4220704	8.270296665	133.1822652	28.30486095	NaN	202.8077864	8.277796665	133.8767097	28.30986095	NaN	1.038808814	0.00439155	0.8218253	0.005070926	0.008235292	0.233530809	6.05E-06	0.007055988	0.00946651	0.493035451	-2.05E-05	0.060465647
	NaN	184754.291	508.4999999	524850	297516.775	0.229819318	0.000632533	0.652870733	0.370086682	NaN	204.4856798	8.344716361	140.5234141	28.34264524	NaN	197.9848907	8.334716361	139.5234141	28.33264524	NaN	201.3867434	8.343049694	140.4956363	28.33486746	NaN	1.441133671	0.003779645	0.166666667	0.00421637	0.015668797	0.439258512	3.17E-05	0.261574514	-0.000851556	0.097003225	-9.42E-06	0.018534933
	NaN	155653.6451	525	156300	297320.6056	0.193620481	0.000653057	0.194424494	0.369842663	NaN	205.6690235	8.342090335	134.5562394	28.32753387	NaN	198.5907521	8.342090335	132.5562394	28.29753387	NaN	201.7363537	8.342090335	134.4173505	28.3158672	NaN	1.241614794	0	0.424451093	0.005606119	0.013456648	0.436473057	3.64E-17	#NAME?	-0.004772815	0.469841363	-2.68E-05	0.084659011
	NaN	166627.2283	325.5000002	356849.9996	297210.5781	0.207270726	0.000404896	0.44389239	0.369705798	NaN	204.1611621	8.329663606	142.1377166	28.31462648	NaN	199.557787	8.299663606	141.1377166	28.30462648	NaN	201.969357	8.310774717	142.1099388	28.30573759	NaN	1.133093128	0.007847758	0.166666667	0.003187276	0.014393933	0.599632483	6.43E-06	0.002498182	-0.000851556	0.097003225	-5.17E-06	0.009765917
