Row	intdayDOXY1	intdaypH1	intdayORP1	intdayTC1	maxdayDOXY1	maxdaypH1	maxdayORP1	maxdayTC1	mindayDOXY1	mindaypH1	mindayORP1	mindayTC1	meandayDOXY1	meandaypH1	meandayORP1	meandayTC1	intDOXY1	intpH1	intORP1	intTC1	ratioDOXY_pH1	ratioDOXY_ORP1	ratioDOXY_TC1	DOXYmax1	pHmax1	ORPmax1	TCmax1	DOXYmin1	pHmin1	ORPmin1	TCmin1	DOXYmean1	pHmean1	ORPmean1	TCmean1	DOXYstd1	pHstd1	ORPstd1	TCstd1	slopesDOXY_pH1	rsqDOXY_pH1	slopesDOXY_ORP1	rsqDOXY_ORP1	slopesDOXY_TC1	rsqDOXY_TC1
	513964.144	23221.5	342300	1215578.336	202.3964515	8.219177446	166.0135158	27.97495025	187.0515813	8.189177446	160.0135158	27.84495025	2.514785395	0.006962006	0.901266626	0.026835984	234647.2809	661.5	427650	1188867.881	0.002819125	1.822522717	5.066616907	193.6331361	8.209177446	166.0135158	27.97495025	183.918593	8.179177446	163.0135158	27.58495025	189.4052965	8.194701922	165.0484808	27.90753766	2.345264068	0.00635547	0.988757845	0.08437603	189.4513483	0.263576863	0.645759577	0.074120458	3.23904505	0.013579652
	393153.461	25342.5	700649.9986	1215705.647	202.4614852	8.205694032	170.3436367	27.97377349	185.880282	8.165694032	163.3436367	27.88377349	3.271682277	0.010225839	1.875884297	0.023946879	384120.9289	1345.5	533250	1189506.251	0.003502803	1.388234694	3.096697319	195.3686607	8.205694032	171.3436367	27.97377349	181.0224081	8.175694032	166.3436367	27.68377349	190.0440839	8.187302424	168.8611192	27.92251475	3.203246287	0.008853292	1.528384708	0.0550015	271.7816246	0.56424675	1.492031646	0.506804863	-1.164065516	0.000399506
	478023.4702	16258.5	304500	1212875.616	201.6905027	8.225886076	166.4602672	27.9095429	182.7593849	8.185886076	160.4602672	27.8095429	2.799968862	0.009173703	1.00424818	0.025244763	294560.9671	874.5	300000	1186408.527	0.002968825	1.01846488	4.027718062	191.6255831	8.215886076	166.4602672	27.9095429	180.4415023	8.185886076	164.4602672	27.5195429	187.3322436	8.206375586	165.5022253	27.84996248	2.403623861	0.007811933	0.720662116	0.08099621	228.6015428	0.552004126	1.578964345	0.224117113	7.683041525	0.067029001
	400215.3186	50722.5	884099.9986	1257024.774	192.8063072	8.509123483	158.6483427	28.93367297	178.4405464	8.419123483	152.6483427	28.81367297	2.679476781	0.021285561	0.840996102	0.024364187	242369.7618	1144.5	541200	1229386.968	0.004722124	2.232951817	5.072361169	186.7748909	8.499123483	158.6483427	28.92367297	175.071046	8.419123483	153.6483427	28.57367297	180.7691035	8.44611649	156.3476434	28.85870793	2.380864985	0.019681798	1.640315003	0.075804364	31.66460483	0.068518551	0.746418703	0.264453917	-6.26329699	0.039767189
																																													
	intdayDOXY3	intdaypH3	intdayORP3	intdayTC3	maxdayDOXY3	maxdaypH3	maxdayORP3	maxdayTC3	mindayDOXY3	mindaypH3	mindayORP3	mindayTC3	meandayDOXY3	meandaypH3	meandayORP3	meandayTC3																													
	346520.5485	3829.5	365849.9981	526588.1809	259.4805766	8.274228301	193.1206518	27.98490375	186.728865	8.014228301	165.1206518	26.94490375	14.90837552	0.035026917	5.102034297	0.20452368																													
	371397.6341	10545	110100	525639.6319	258.5865003	8.256097784	197.5714226	27.98082709	183.6985573	7.646097784	161.5714226	26.14082709	13.89377288	0.086151744	5.61882377	0.340775114																													
	363935.5821	9963	253050	526130.0597	259.0719143	8.249177446	181.0135158	27.98495025	183.2384782	7.679177446	166.0135158	26.69495025	13.04997257	0.084771957	2.123131765	0.184395193																													
	336277.4149	11092.5	403799.9994	526643.319	257.393163	8.255694032	197.3436367	27.98377349	186.6561418	7.605694032	169.3436367	26.78377349	14.03122092	0.098639555	5.511689418	0.225568066																													
	382806.8101	7054.5	188550	524179.8608	261.9947103	8.265886076	199.4602672	27.9195429	182.6674447	7.835886076	162.4602672	26.0595429	15.35546125	0.073844942	7.202292404	0.343722582																													
	333988.8294	21631.5	475349.9994	544401.4191	247.3520796	8.529123483	231.6483427	28.93367297	176.3257367	7.289123483	149.6483427	28.11367297	13.81405088	0.234315746	13.68520085	0.145498255																													
